,user_id,game_name,raw_ratings
358,100070732,Cities Skylines,99.7189675840545
359,100351493,Cities Skylines,23.19992307057594
360,100431715,Cities Skylines,24.62447975034815
361,101878879,Cities Skylines,2.0350809711031532
362,105503045,Cities Skylines,7.936815787302297
363,106980036,Cities Skylines,40.498111324952745
365,113196318,Cities Skylines,99.7189675840545
366,115396529,Cities Skylines,19.740285419700584
367,117370965,Cities Skylines,54.94718621978514
368,120237789,Cities Skylines,32.35778744054014
369,122551425,Cities Skylines,21.97887448791406
370,124725852,Cities Skylines,50.877024277578826
371,127117386,Cities Skylines,6.105242913309459
372,127628725,Cities Skylines,93.61372467074504
374,131348564,Cities Skylines,52.91210524868198
375,133422169,Cities Skylines,16.891172060156173
376,135012938,Cities Skylines,21.36835019658311
378,142475478,Cities Skylines,52.91210524868198
380,144071257,Cities Skylines,2.0350809711031532
381,145825155,Cities Skylines,42.12617610183526
382,155919035,Cities Skylines,33.1718198289814
383,158429732,Cities Skylines,79.36815787302295
384,159365538,Cities Skylines,27.066576915671938
386,163930591,Cities Skylines,9.56488056418482
387,166604341,Cities Skylines,91.57864369964189
388,168324795,Cities Skylines,3.0526214566547294
390,172518437,Cities Skylines,6.105242913309459
391,174633348,Cities Skylines,4.0701619422063064
392,175447188,Cities Skylines,56.98226719088829
393,180501401,Cities Skylines,48.84194330647567
395,183315077,Cities Skylines,2.0350809711031532
396,196595568,Cities Skylines,2.0350809711031532
398,215208719,Cities Skylines,8.140323884412613
399,224751217,Cities Skylines,6.91927530175072
400,224844255,Cities Skylines,3.0526214566547294
401,228209477,Cities Skylines,33.782344120312345
402,228343275,Cities Skylines,11.396453438177657
404,257528104,Cities Skylines,77.33307690191981
405,261857176,Cities Skylines,12.413993923729231
406,263936784,Cities Skylines,24.013955459017208
407,275437638,Cities Skylines,95.64880564184818
408,298446224,Cities Skylines,44.77178136426937
409,298516674,Cities Skylines,3.45963765087536
410,301274389,Cities Skylines,21.97887448791406
411,5250,Counter-Strike,0.4578326738985492
413,86540,Counter-Strike,0.4578326738985492
414,103360,Counter-Strike,0.4578326738985492
415,144736,Counter-Strike,0.5036159412884041
416,181212,Counter-Strike,1.2819314869159377
417,229911,Counter-Strike,21.06030299933326
418,298950,Counter-Strike,0.6867490108478238
419,299153,Counter-Strike,0.4578326738985492
420,381543,Counter-Strike,1.8313306955941968
421,547685,Counter-Strike,10.53015149966663
422,554278,Counter-Strike,0.4578326738985492
423,561758,Counter-Strike,0.4578326738985492
424,577614,Counter-Strike,16.939808934246322
425,604988,Counter-Strike,0.4578326738985492
426,622362,Counter-Strike,10.53015149966663
427,635733,Counter-Strike,0.7325322782376787
428,683019,Counter-Strike,0.4578326738985492
429,714122,Counter-Strike,0.6867490108478238
430,748719,Counter-Strike,6.684357038918818
431,835015,Counter-Strike,0.4578326738985492
432,861238,Counter-Strike,0.7325322782376787
433,871990,Counter-Strike,1.8313306955941968
434,937567,Counter-Strike,0.4578326738985492
435,948368,Counter-Strike,2.8385625781710053
436,975449,Counter-Strike,0.5036159412884041
437,976129,Counter-Strike,0.6867490108478238
438,983600,Counter-Strike,0.4578326738985492
440,1006880,Counter-Strike,0.4578326738985492
441,1024319,Counter-Strike,0.4578326738985492
442,1072465,Counter-Strike,6.272307632410124
443,1129452,Counter-Strike,0.4578326738985492
444,1135775,Counter-Strike,1.0530151499666631
445,1268792,Counter-Strike,0.6867490108478238
447,1423371,Counter-Strike,0.4578326738985492
448,1601069,Counter-Strike,0.4578326738985492
449,1601773,Counter-Strike,0.4578326738985492
450,1603625,Counter-Strike,0.4578326738985492
451,1612666,Counter-Strike,1.0530151499666631
452,1665511,Counter-Strike,0.4578326738985492
453,1699101,Counter-Strike,0.6867490108478238
454,1713646,Counter-Strike,0.4578326738985492
455,1834453,Counter-Strike,0.4578326738985492
456,1851828,Counter-Strike,0.4578326738985492
457,1936551,Counter-Strike,0.4578326738985492
458,1950243,Counter-Strike,0.4578326738985492
459,1971801,Counter-Strike,0.4578326738985492
460,2039434,Counter-Strike,0.4578326738985492
461,2083767,Counter-Strike,1.4192812890855027
462,2087859,Counter-Strike,0.4578326738985492
463,2110581,Counter-Strike,4.486760204205782
464,2184507,Counter-Strike,2.8385625781710053
465,2259650,Counter-Strike,0.4578326738985492
466,2382003,Counter-Strike,0.4578326738985492
467,2428602,Counter-Strike,1.098798417356518
468,2531540,Counter-Strike,0.4578326738985492
469,2613043,Counter-Strike,0.549399208678259
471,2753525,Counter-Strike,31.132621825101346
472,3001740,Counter-Strike,0.4578326738985492
473,3054990,Counter-Strike,27.927793107811503
474,3238976,Counter-Strike,2.97591238034057
475,3244702,Counter-Strike,2.426513171662311
476,3249166,Counter-Strike,10.98798417356518
477,3347312,Counter-Strike,0.8240988130173886
478,3372923,Counter-Strike,0.4578326738985492
479,3449240,Counter-Strike,0.4578326738985492
480,3450426,Counter-Strike,0.549399208678259
481,3498717,Counter-Strike,0.4578326738985492
482,3527485,Counter-Strike,3.479528321628974
483,3614782,Counter-Strike,0.4578326738985492
484,3663009,Counter-Strike,0.4578326738985492
486,3747293,Counter-Strike,0.4578326738985492
487,3783783,Counter-Strike,56.77125156342011
488,3897969,Counter-Strike,0.549399208678259
489,3974133,Counter-Strike,0.4578326738985492
490,3979930,Counter-Strike,0.4578326738985492
492,4156158,Counter-Strike,4.898809610714476
493,4318904,Counter-Strike,0.4578326738985492
494,4325465,Counter-Strike,0.7325322782376787
496,4595423,Counter-Strike,2.6554295086115856
497,4603800,Counter-Strike,1.1903649521362278
498,4677023,Counter-Strike,1.739764160814487
499,4812175,Counter-Strike,2.3807299042724557
500,4824107,Counter-Strike,0.4578326738985492
501,4834220,Counter-Strike,0.4578326738985492
502,4877411,Counter-Strike,17.85547428204342
503,4897767,Counter-Strike,1.1903649521362278
504,4986667,Counter-Strike,33.42178519459409
505,5217749,Counter-Strike,5.40242555200288
506,5220782,Counter-Strike,0.4578326738985492
507,5232588,Counter-Strike,3.433745054239119
508,5270060,Counter-Strike,0.5036159412884041
509,5307960,Counter-Strike,2.426513171662311
510,5314150,Counter-Strike,0.4578326738985492
511,5387470,Counter-Strike,2.0144637651536166
512,5600822,Counter-Strike,0.4578326738985492
513,5689496,Counter-Strike,0.4578326738985492
514,5759284,Counter-Strike,5.0819426802738965
515,5860071,Counter-Strike,2.70121277600144
516,5949488,Counter-Strike,0.4578326738985492
517,5976642,Counter-Strike,25.63862973831876
518,5990132,Counter-Strike,0.4578326738985492
519,6144819,Counter-Strike,0.8240988130173886
520,6216773,Counter-Strike,0.4578326738985492
521,6252885,Counter-Strike,2.6554295086115856
522,6394150,Counter-Strike,0.4578326738985492
524,6656519,Counter-Strike,1.1903649521362278
525,6717871,Counter-Strike,0.4578326738985492
526,6820462,Counter-Strike,0.4578326738985492
527,6928806,Counter-Strike,0.4578326738985492
528,6979578,Counter-Strike,49.44592878104331
529,7015471,Counter-Strike,0.4578326738985492
530,7020135,Counter-Strike,12.81931486915938
531,7094039,Counter-Strike,0.6409657434579689
532,7163917,Counter-Strike,0.4578326738985492
533,7203603,Counter-Strike,3.6626613911883936
534,7249363,Counter-Strike,17.85547428204342
535,7273540,Counter-Strike,0.4578326738985492
536,7418489,Counter-Strike,51.27725947663752
537,7431946,Counter-Strike,0.4578326738985492
538,7440594,Counter-Strike,3.342178519459409
539,7507458,Counter-Strike,0.4578326738985492
540,7519923,Counter-Strike,16.481976260347768
541,7527129,Counter-Strike,0.9614486151869535
542,7585698,Counter-Strike,0.6867490108478238
543,7617325,Counter-Strike,0.4578326738985492
545,7757631,Counter-Strike,43.49410402036217
546,7907686,Counter-Strike,0.4578326738985492
547,7923954,Counter-Strike,0.5951824760681139
549,7987640,Counter-Strike,0.4578326738985492
550,8013465,Counter-Strike,2.243380102102891
551,8100868,Counter-Strike,5.127725947663751
552,8259307,Counter-Strike,0.4578326738985492
553,8277694,Counter-Strike,0.4578326738985492
554,8311704,Counter-Strike,0.4578326738985492
555,8334557,Counter-Strike,0.4578326738985492
556,8415723,Counter-Strike,0.4578326738985492
557,8567888,Counter-Strike,0.4578326738985492
558,8585433,Counter-Strike,65.47007236749255
559,8763960,Counter-Strike,3.342178519459409
560,8776918,Counter-Strike,0.4578326738985492
561,8784496,Counter-Strike,3.2963952520695545
562,8795607,Counter-Strike,2.3807299042724557
563,8817922,Counter-Strike,0.4578326738985492
564,8949216,Counter-Strike,5.539775354172446
565,8978697,Counter-Strike,0.4578326738985492
566,9065641,Counter-Strike,0.6409657434579689
567,9128105,Counter-Strike,0.4578326738985492
568,9209946,Counter-Strike,19.228972303739067
569,9245216,Counter-Strike,0.4578326738985492
570,9439949,Counter-Strike,0.4578326738985492
571,9544834,Counter-Strike,46.698932737652015
572,9548378,Counter-Strike,0.4578326738985492
573,9563573,Counter-Strike,4.990376145494187
574,9740704,Counter-Strike,10.98798417356518
575,9759887,Counter-Strike,0.5951824760681139
576,9811609,Counter-Strike,0.4578326738985492
577,9823354,Counter-Strike,1.4650645564753575
578,9845449,Counter-Strike,0.5036159412884041
579,10385370,Counter-Strike,0.4578326738985492
580,10450544,Counter-Strike,0.4578326738985492
581,10608804,Counter-Strike,1.2819314869159377
582,10869571,Counter-Strike,0.4578326738985492
583,11149819,Counter-Strike,6.959056643257948
584,11151885,Counter-Strike,0.4578326738985492
585,11207650,Counter-Strike,0.4578326738985492
586,11373749,Counter-Strike,0.4578326738985492
587,11403772,Counter-Strike,0.4578326738985492
588,11713535,Counter-Strike,10.98798417356518
589,11718802,Counter-Strike,0.4578326738985492
590,11794760,Counter-Strike,0.4578326738985492
591,12144171,Counter-Strike,0.5951824760681139
592,12529679,Counter-Strike,0.7325322782376787
593,12563913,Counter-Strike,0.549399208678259
594,12660489,Counter-Strike,42.12060599866652
595,12673872,Counter-Strike,0.4578326738985492
596,12774878,Counter-Strike,0.4578326738985492
597,13227098,Counter-Strike,0.7325322782376787
598,13227113,Counter-Strike,8.653037536682579
599,13542867,Counter-Strike,1.144581684746373
600,13556140,Counter-Strike,0.4578326738985492
601,13802025,Counter-Strike,0.4578326738985492
602,14095190,Counter-Strike,0.4578326738985492
603,14098833,Counter-Strike,2.88434584556086
604,14153959,Counter-Strike,1.3734980216956476
605,14165501,Counter-Strike,3.983144262917378
606,14256995,Counter-Strike,0.4578326738985492
607,14416572,Counter-Strike,0.4578326738985492
608,14417857,Counter-Strike,0.4578326738985492
609,14421986,Counter-Strike,0.4578326738985492
610,14465359,Counter-Strike,0.7325322782376787
611,14477878,Counter-Strike,0.7325322782376787
612,14507290,Counter-Strike,0.5951824760681139
613,14544587,Counter-Strike,0.4578326738985492
614,14671378,Counter-Strike,3.8915777281376682
616,14706578,Counter-Strike,0.4578326738985492
617,14758912,Counter-Strike,39.37360995527523
618,14962163,Counter-Strike,3.754227925968103
619,15084368,Counter-Strike,0.4578326738985492
620,15095770,Counter-Strike,0.4578326738985492
621,15196746,Counter-Strike,0.6409657434579689
622,15221799,Counter-Strike,0.8240988130173886
623,15503746,Counter-Strike,0.4578326738985492
624,15564408,Counter-Strike,0.5951824760681139
625,15576531,Counter-Strike,35.71094856408684
626,15702351,Counter-Strike,0.4578326738985492
627,15824958,Counter-Strike,0.4578326738985492
628,15841597,Counter-Strike,6.775923573698528
629,15878832,Counter-Strike,1.2819314869159377
630,15951451,Counter-Strike,1.3277147543057928
632,16154372,Counter-Strike,3.754227925968103
633,16167221,Counter-Strike,16.481976260347768
635,16421440,Counter-Strike,0.4578326738985492
636,16645459,Counter-Strike,0.4578326738985492
637,16717658,Counter-Strike,0.4578326738985492
638,16720641,Counter-Strike,0.4578326738985492
639,17352311,Counter-Strike,1.098798417356518
640,17414305,Counter-Strike,0.4578326738985492
641,17432212,Counter-Strike,0.7325322782376787
642,17495098,Counter-Strike,86.98820804072434
643,17497581,Counter-Strike,0.4578326738985492
644,17530772,Counter-Strike,0.4578326738985492
645,17556127,Counter-Strike,0.6409657434579689
646,17567828,Counter-Strike,0.5951824760681139
647,17878330,Counter-Strike,0.549399208678259
648,17894253,Counter-Strike,0.549399208678259
649,18036199,Counter-Strike,0.4578326738985492
650,18066817,Counter-Strike,0.7783155456275336
651,18109027,Counter-Strike,2.197596834713036
652,18149166,Counter-Strike,43.95193669426072
653,18263482,Counter-Strike,2.746996043391295
655,18604016,Counter-Strike,0.4578326738985492
656,18611287,Counter-Strike,0.4578326738985492
657,18869916,Counter-Strike,1.4650645564753575
658,18888504,Counter-Strike,0.4578326738985492
659,19062398,Counter-Strike,15.566310912550673
660,19094181,Counter-Strike,0.7325322782376787
661,19430377,Counter-Strike,1.8313306955941968
662,19510434,Counter-Strike,7.7831554562753364
663,19586574,Counter-Strike,17.85547428204342
664,20207081,Counter-Strike,2.243380102102891
665,20362352,Counter-Strike,3.021695647730424
666,20366600,Counter-Strike,0.6409657434579689
667,20557028,Counter-Strike,0.4578326738985492
668,20566124,Counter-Strike,0.4578326738985492
669,20626832,Counter-Strike,16.02414358644922
670,20630908,Counter-Strike,1.739764160814487
671,20683035,Counter-Strike,2.6096462412217307
672,20772968,Counter-Strike,0.549399208678259
673,20781671,Counter-Strike,0.4578326738985492
674,20930269,Counter-Strike,0.5036159412884041
675,21015565,Counter-Strike,0.5951824760681139
676,21061921,Counter-Strike,0.7325322782376787
677,21261374,Counter-Strike,0.4578326738985492
678,21406272,Counter-Strike,1.4650645564753575
679,21416874,Counter-Strike,0.4578326738985492
681,21551002,Counter-Strike,0.4578326738985492
682,21557528,Counter-Strike,10.072318825768082
683,21580713,Counter-Strike,0.5036159412884041
684,21822362,Counter-Strike,0.4578326738985492
685,21861124,Counter-Strike,0.6867490108478238
687,22003611,Counter-Strike,31.590454498999897
689,22277642,Counter-Strike,0.4578326738985492
691,22371742,Counter-Strike,0.4578326738985492
692,22470137,Counter-Strike,0.4578326738985492
693,22503648,Counter-Strike,0.4578326738985492
694,22605909,Counter-Strike,17.39764160814487
695,22689481,Counter-Strike,16.02414358644922
696,22883395,Counter-Strike,0.4578326738985492
697,23078763,Counter-Strike,0.4578326738985492
699,23219829,Counter-Strike,0.4578326738985492
700,23306116,Counter-Strike,0.4578326738985492
701,23337959,Counter-Strike,0.4578326738985492
703,23608098,Counter-Strike,0.9156653477970984
704,23609845,Counter-Strike,0.4578326738985492
705,23663429,Counter-Strike,1.0530151499666631
706,23672423,Counter-Strike,0.4578326738985492
707,23714890,Counter-Strike,1.2361482195260827
708,23718710,Counter-Strike,1.8313306955941968
709,24011187,Counter-Strike,0.4578326738985492
710,24204083,Counter-Strike,0.4578326738985492
711,24258916,Counter-Strike,0.4578326738985492
712,24334631,Counter-Strike,0.9156653477970984
713,24583127,Counter-Strike,0.4578326738985492
714,24610082,Counter-Strike,3.1590454498999896
715,24721232,Counter-Strike,0.4578326738985492
716,24872208,Counter-Strike,0.4578326738985492
717,24889631,Counter-Strike,0.5036159412884041
719,24972502,Counter-Strike,3.983144262917378
720,25031952,Counter-Strike,0.4578326738985492
721,25253730,Counter-Strike,1.3734980216956476
722,25337857,Counter-Strike,0.6867490108478238
723,25411448,Counter-Strike,9.614486151869533
724,25452454,Counter-Strike,0.5036159412884041
725,25539892,Counter-Strike,5.631341888952156
726,25634320,Counter-Strike,0.4578326738985492
727,25863903,Counter-Strike,21.06030299933326
728,25941262,Counter-Strike,0.8240988130173886
729,25966326,Counter-Strike,0.4578326738985492
730,26037697,Counter-Strike,0.4578326738985492
732,26601561,Counter-Strike,0.4578326738985492
733,26637363,Counter-Strike,0.4578326738985492
734,26789885,Counter-Strike,1.8771139629840514
735,26808868,Counter-Strike,4.807243075934767
736,26822907,Counter-Strike,3.5253115890188287
737,26897314,Counter-Strike,0.4578326738985492
738,27023260,Counter-Strike,2.197596834713036
739,27037996,Counter-Strike,4.669893273765202
740,27139623,Counter-Strike,3.1132621825101343
741,27152433,Counter-Strike,0.6867490108478238
742,27168078,Counter-Strike,0.4578326738985492
743,27279261,Counter-Strike,2.70121277600144
744,27403206,Counter-Strike,0.4578326738985492
745,27417971,Counter-Strike,5.631341888952156
746,27578696,Counter-Strike,0.4578326738985492
747,27579751,Counter-Strike,64.09657434579688
748,27685049,Counter-Strike,0.4578326738985492
749,27689253,Counter-Strike,17.39764160814487
750,27872805,Counter-Strike,1.1903649521362278
751,27873947,Counter-Strike,0.5951824760681139
752,27925556,Counter-Strike,1.1903649521362278
755,28113724,Counter-Strike,12.361482195260827
756,28165186,Counter-Strike,0.4578326738985492
757,28229872,Counter-Strike,54.939920867825904
758,28424408,Counter-Strike,0.4578326738985492
759,28443095,Counter-Strike,2.7927793107811496
760,28453352,Counter-Strike,11.445816847463728
761,28472068,Counter-Strike,2.197596834713036
