01_game_name,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review
DuckTales Remastered,ducktales: remastered,12716,12944,18146,38856,15980,329,150,53,532,1381,5,1928,25,178,74,402
Fading Hearts,fading hearts,3324,6950,19860,19913,15756,3,3,2,8,15,0,45,1,5,57,7
DEFCON,defcon,2402,4519,12978,23394,7439,19,3,5,27,254,0,2273,28,581,57,29
Eufloria HD,eufloria,3197,42145,59683,83612,52010,39,16,13,68,274,0,1421,8,393,70,40
I Am Alive,i am alive,4573,19209,22711,26583,21768,148,113,33,294,644,0,1166,10,165,66,231
Call of Duty 2,call of duty 2,1465,29897,34575,40359,32055,421,74,83,578,2228,3,670,24,106,78,646
Airport Madness World Edition,airport madness: world edition,27759,24060,46236,0,40700,1,3,0,4,8,0,90,4,19,60,5
BioShock 2,bioshock 2,1066,38621,51802,83216,46270,1368,1180,247,2795,8828,2,14956,133,1756,78,2199
World of Goo,world of goo,11283,21581,28608,49682,24332,225,107,28,360,1853,0,4202,41,805,75,338
Puzzle Dimension,puzzle dimension,7420,46800,47100,50304,48282,3,2,5,10,43,0,458,4,67,71,11
L.A. Noire,l.a. noire,5146,77766,103320,147830,97476,517,639,194,1350,4351,1,7109,90,770,78,1220
Folk Tale,folk tale,25796,0,0,0,0,0,0,0,0,1,0,66,0,21,0,0
Deponia The Complete Journey,deponia: the complete journey,21094,95538,114037,125758,109063,68,53,45,166,487,0,2683,51,168,78,83
The Binding of Isaac Rebirth,the binding of isaac: rebirth,9782,19070,301156,989870,363594,148,150,141,439,1902,2,2706,107,535,85,509
Bloody Good Time,bloody good time,1192,7320,0,0,7320,1,0,0,1,33,0,182,6,109,65,6
Runaway A Road Adventure,runaway: a road adventure,8016,28792,35145,45658,31723,51,13,15,79,312,0,587,11,33,75,56
Assassin's Creed Revelations,assassin's creed: revelations,664,44551,74389,123511,67173,816,981,305,2102,6723,2,4426,56,356,75,1824
America's Army 3,america's army 3,426,0,0,0,0,0,0,0,0,9,0,113,5,48,80,1
1953 NATO vs Warsaw Pact,1953: nato vs warsaw pact,23501,0,0,0,0,0,0,0,0,1,0,23,1,5,10,1
HAWKEN,hawken,17087,0,25672,0,25672,0,2,0,2,88,0,794,19,687,63,27
Audition Online,audition online,27467,0,0,0,0,0,0,0,0,5,0,51,3,42,50,2
Salvation Prophecy,salvation prophecy,8094,52800,0,0,52800,2,0,0,2,9,0,87,1,7,70,2
Football Manager 2016,football manager 2016,31881,974607,990000,3899925,1759304,8,4,1,13,98,0,87,5,138,79,26
The Slaughtering Grounds,the slaughtering grounds,22710,0,0,7200,7200,0,0,1,1,7,0,55,0,25,10,1
Sid Meier's Civilization III Complete,sid meier's civilization iii: complete,8502,84415,153660,377694,138337,17,8,3,28,368,0,3312,41,809,80,49
The Longest Journey,the longest journey,10053,63041,74942,77029,70016,132,47,59,238,742,1,1905,14,119,84,192
Renowned Explorers International Society,renowned explorers: international society,29924,19666,68374,206018,32921,28,15,1,44,173,0,1090,11,102,71,34
Chronicles of a Dark Lord Episode 1 Tides of Fate Complete,,,,,,,,,,,,,,,,,
Grim Legends 2 Song of the Dark Swan,grim legends 2: song of the dark swan,26225,10789,15342,18999,16057,18,29,35,82,213,0,314,6,13,68,32
Saints Row IV,saints row iv,12650,54943,88768,130535,85968,446,869,285,1600,5955,6,5803,101,690,75,1099
Electronic Super Joy,electronic super joy,13406,11431,24078,61380,15594,74,26,6,106,343,1,1042,7,196,70,75
The Walking Dead Season Two,,,,,,,,,,,,,,,,,
Gemini Rue,gemini rue,3876,24654,28671,38743,26390,144,56,24,224,602,0,1974,11,132,77,146
The Secret World,the secret world,10163,109200,811936,1965749,820252,3,9,3,15,82,0,899,17,463,73,32
Franchise Hockey Manager 2,franchise hockey manager 2,34320,0,0,0,0,0,0,0,0,0,0,7,0,6,10,1
IL-2 Sturmovik Battle of Stalingrad,il-2 sturmovik: battle of stalingrad,29174,118800,0,0,118800,1,0,0,1,2,0,82,7,6,0,0
Cloud Chamber,cloud chamber,22157,19920,22320,44910,26137,5,2,2,9,15,0,107,1,9,58,5
Frozen Synapse,frozen synapse,3735,80178,117900,0,90060,11,4,0,15,172,0,2726,23,650,70,28
Ski Region Simulator,ski region simulator,22884,0,0,0,0,0,0,0,0,1,0,19,1,2,30,1
Homeworld Remastered Collection,homeworld: remastered collection,24517,76299,77090,123941,90530,20,16,20,56,219,0,1964,27,138,82,40
Secret Of Magia,secret of magia,29795,6420,7785,10776,7928,3,3,8,14,33,0,272,5,35,25,8
The Guild II Renaissance,the guild 2: renaissance,9913,0,777600,0,777600,0,1,0,1,42,0,611,10,106,65,6
Guns of Icarus Online,guns of icarus online,4216,25860,0,0,25860,1,0,0,1,154,0,2763,44,1004,58,35
Sherlock Holmes Nemesis,sherlock holmes: nemesis,8406,37199,44221,50850,39116,31,4,4,39,124,0,619,13,34,64,28
Tea Party Simulator 2015,tea party simulator 2015,28562,4590,8400,44670,14892,2,1,2,5,17,0,125,3,32,40,2
DeadCore,deadcore,22021,14884,21036,37809,16991,54,16,7,77,218,1,1105,7,141,69,43
Crysis Wars,crysis wars,2072,11336,0,0,11336,7,0,0,7,161,0,1546,17,602,66,9
Faerie Solitaire,faerie solitaire,3325,47204,61404,130428,71090,53,43,48,144,504,0,744,6,235,67,71
Hatoful Boyfriend,hatoful boyfriend,4347,5272,15639,33793,22328,150,41,232,423,1052,1,1623,5,150,67,221
Anno Online,anno online,29292,0,0,0,0,0,0,0,0,5,0,61,1,39,0,0
All Is Dust,all is dust,27024,879,0,1530,1074,6,0,4,10,26,0,88,2,18,45,4
Dota 2,dota 2,2721,2388912,3855020,5908725,3912160,28,12,14,54,231,0,266,34,316,74,258
Community College Hero Trial by Fire,community college hero: trial by fire,32738,16710,40680,43560,28434,2,2,1,5,12,0,11,0,2,70,4
Total War Battles SHOGUN,total war battles: shogun,10546,36000,50400,60870,51953,1,2,1,4,25,0,345,4,93,40,3
Age of Mythology Extended Edition,age of mythology: extended edition,19455,99487,144903,225525,140233,31,37,21,89,437,0,1251,24,167,83,83
Call of Duty Black Ops II,call of duty: black ops ii,1472,25320,35751,102232,29265,749,227,54,1030,4084,6,1850,33,437,76,1243
Joe Dever's Lone Wolf HD Remastered,,,,,,,,,,,,,,,,,
Serious Sam HD The First Encounter,serious sam hd: the first encounter,8312,22083,29750,62021,24963,239,80,17,336,1250,2,2511,45,351,74,235
The Typing of The Dead Overkill,the typing of the dead: overkill,14365,13995,22473,64008,16077,158,57,5,220,638,0,1240,11,144,70,129
Adventures of Shuggy,the adventures of shuggy,9755,15509,27589,32828,27223,21,24,31,76,181,0,961,8,196,64,35
RIFT,drift21,86046,18000,28800,43200,29400,1,1,1,3,2,0,36,3,1,100,1
Crimsonland,crimsonland,2031,15234,33244,80636,23362,44,21,8,73,235,0,654,6,67,73,58
SpeedRunners,speedrunners,13778,7745,34988,51937,14525,71,20,13,104,603,0,2134,45,530,70,144
LISA,lisa: the painful,24233,38784,54461,88695,50382,101,138,33,272,629,1,2101,18,175,85,186
Return to Mysterious Island 2,return to mysterious island 2,12580,25680,31155,0,28530,4,4,0,8,33,0,264,9,19,63,7
Gas Guzzlers Extreme,gas guzzlers extreme,17257,35837,36533,45188,38056,16,8,3,27,62,0,577,14,68,69,16
METAL GEAR SOLID V THE PHANTOM PAIN,,,,,,,,,,,,,,,,,
Survarium,survarium,25404,0,0,0,0,0,0,0,0,23,0,252,13,155,54,5
Midnight Club II,midnight club ii,5998,44561,47666,62240,47983,21,7,8,36,144,0,763,3,171,70,53
This War of Mine,this war of mine,22658,39208,65902,128072,54405,189,109,34,332,1314,0,5638,86,700,77,346
ArcaniA,arcania: gothic 4,556,56011,75590,121038,75640,34,109,19,162,337,0,1461,12,178,56,111
Race The Sun,race the sun,15942,17780,22896,42521,21589,48,15,12,75,427,0,2425,22,603,67,100
Apotheon,apotheon,20065,29608,42607,50725,40092,84,87,60,231,517,0,1758,10,224,73,144
Super Monday Night Combat,super monday night combat,9395,15078,0,237000,34640,5,0,1,6,66,0,393,8,307,61,7
Supreme Commander Forged Alliance,supreme commander: forged alliance,9485,58104,65719,74333,61010,17,5,0,22,191,0,1769,18,216,77,21
Command and Conquer 4 Tiberian Twilight,command & conquer 4: tiberian twilight,1834,29744,35246,41766,30276,18,7,0,25,108,0,535,8,71,49,23
Divine Souls,divine souls,27935,0,0,0,0,0,0,0,0,3,0,78,4,31,0,0
King's Bounty Crossworlds,king's bounty: crossworlds,5018,83060,238423,259521,221454,6,14,9,29,109,0,1383,13,98,76,25
Painkiller Black Edition,painkiller: black edition,6874,36962,54791,70295,43665,73,35,6,114,369,0,1374,18,128,72,89
War in a Box Paper Tanks,war in a box: paper tanks,20355,16410,22860,35700,22584,2,2,1,5,8,0,102,2,6,60,3
The Adventures of Mr. Bobley,the adventures of mr. bobley,24119,0,0,24590,24590,0,0,6,6,12,0,68,1,9,50,1
Epic Battle Fantasy 4,epic battle fantasy 4,17400,71707,100472,126750,94367,18,32,9,59,158,1,1017,5,93,81,37
Dungeons & Dragons Daggerdale,dungeons & dragons: daggerdale,2968,25286,30071,58269,33292,7,9,4,20,46,0,136,1,27,53,12
Mars Colony Challenger,mars colony: challenger,29365,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0
Magic Duels,magic duels: origins,28652,58945,65052,268591,148455,9,5,3,17,158,0,783,16,536,69,28
Galactic Civilizations III,galactic civilizations iii,25173,82907,83120,0,84814,3,3,0,6,47,0,1731,17,138,62,12
Dex,dex,21172,40078,49028,61214,51329,13,98,37,148,294,0,1177,13,72,72,77
StarForge,starforge,19643,0,0,8100,8100,0,0,1,1,17,0,234,4,193,25,4
Mass Effect 2,mass effect 2,5699,87918,127704,180886,129836,830,2171,876,3877,9658,8,7435,52,429,90,2741
War of the Vikings,war of the vikings,16227,0,0,0,0,0,0,0,0,9,0,78,0,29,50,1
Construct 2 Free,,,,,,,,,,,,,,,,,
AION Free-to-Play,,,,,,,,,,,,,,,,,
Organ Trail Director's Cut,organ trail,6806,9475,19813,67058,13221,94,31,8,133,537,1,1689,10,260,70,103
Robotex,robotex,22799,0,0,0,0,0,0,0,0,8,0,111,4,26,10,1
Section 8 Prejudice,section 8: prejudice,8220,15063,21943,30814,16211,41,7,2,50,181,0,351,4,127,63,35
Banished,banished,16888,58871,114594,349036,140472,42,23,35,100,575,0,2275,32,593,74,120
Crossfire Europe,,,,,,,,,,,,,,,,,
liteCam Game 100 FPS Game Capture,,,,,,,,,,,,,,,,,
Nightmares from the Deep 3 Davy Jones,nightmares from the deep 3: davy jones,23869,15176,19565,24884,20202,23,38,32,93,189,0,261,5,15,65,31
Worms Armageddon,worms armageddon,11305,29641,52874,91226,46289,21,10,10,41,364,0,1445,25,303,79,115
FTL Faster Than Light,ftl: faster than light,3738,43992,105582,401106,85429,231,161,39,431,2546,3,6793,95,1347,81,515
Darkstone,darkstone,2256,55179,58460,61789,57629,9,6,1,16,40,0,266,6,18,65,17
LIGHTNING RETURNS FINAL FANTASY XIII,,,,,,,,,,,,,,,,,
Batman Arkham Asylum GOTY Edition,,,,,,,,,,,,,,,,,
8BitBoy,8bitboy,18674,15660,25301,44137,19964,20,8,2,30,92,0,785,11,167,56,17
RAGE,rage (mobile),18905,2832,0,0,2832,2,0,0,2,2,0,3,0,0,60,2
Tales from the Borderlands,tales from the borderlands,22804,38088,39696,41357,39984,587,189,505,1281,3967,0,4153,30,195,83,991
Escape Goat,escape goat,3153,9396,11956,14755,11080,60,33,16,109,291,5,332,2,23,74,55
Of Orcs And Men,of orcs and men,6710,43946,52389,73785,52117,36,46,19,101,211,0,1032,10,84,71,60
Lone Survivor The Director's Cut,lone survivor,5359,14667,17476,34777,16174,135,63,13,211,544,3,3494,15,430,72,152
Clockwork Empires,clockwork empires,30668,0,0,0,0,0,0,0,0,1,0,22,1,11,0,0
Tower Wars,tower wars,10574,12780,13077,14400,13338,4,1,1,6,53,0,733,14,197,57,6
Time Mysteries 2 The Ancient Spectres,time mysteries 2: the ancient spectres,20114,14026,14858,16150,15254,17,15,30,62,130,0,211,2,18,55,22
Greed Corp,greed corp,4101,29760,30667,37647,31953,15,5,3,23,91,0,1304,8,244,62,21
Valkyria Chronicles,valkyria chronicles,10876,110616,142318,223707,134437,232,328,51,611,1412,1,5857,52,426,83,505
Blackguards,blackguards,14481,147109,159119,176816,154178,16,41,4,61,193,0,2170,24,272,68,48
Nobunaga's Ambition Souzou with Power Up Kit,,,,,,,,,,,,,,,,,
Savage Lands,savage lands,25242,65520,0,117520,91950,2,0,3,5,28,0,871,11,146,48,4
Planet Explorers,planet explorers,7095,0,0,198600,198600,0,0,1,1,9,0,319,9,73,53,8
Anodyne,anodyne,492,21765,24813,33498,24058,102,99,34,235,520,2,1842,10,200,69,126
Startopia,startopia,9181,60058,82800,85718,67073,9,4,2,15,56,0,884,11,85,79,14
"Warhammer 40,000 Dawn of War II  Retribution","warhammer 40,000: dawn of war ii - retribution",11045,33010,43694,97629,39913,61,57,8,126,730,0,2369,23,316,74,92
Total War ROME II - Emperor Edition,,,,,,,,,,,,,,,,,
Unturned,unturned,19776,74882,168910,361952,174141,13,6,9,28,447,0,2059,99,1738,57,142
TDP4Team Battle,,,,,,,,,,,,,,,,,
DOOM 3 BFG Edition,doom 3: bfg edition,2705,34596,57066,133217,50371,150,112,37,299,894,1,2266,43,208,71,222
A Virus Named TOM,a virus named tom,143,14448,39360,96884,21173,28,11,3,42,171,0,2448,17,542,59,37
Cricket Revolution,cricket revolution,19271,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0
Spec Ops The Line,spec ops: the line,8898,21992,26916,56437,24710,2205,928,207,3340,8741,2,6496,85,484,79,2133
Card Hunter,card hunter,13582,106747,106920,0,107186,5,1,0,6,43,0,869,21,355,71,15
Dustforce,dustforce,2982,121646,125445,146460,127867,10,7,6,23,171,0,3019,29,548,74,50
Broken Sword 4 - the Angel of Death,,,,,,,,,,,,,,,,,
NBA 2K13,nba 2k13,6430,265635,894630,2393075,523373,8,7,2,17,114,0,139,0,118,75,38
Tom Clancy's Ghost Recon Phantoms - NA,,,,,,,,,,,,,,,,,
MacGuffin's Curse,macguffin's curse,5475,40746,51343,54921,50397,4,6,13,23,49,0,243,4,37,60,10
18 Wheels of Steel American Long Haul,18 wheels of steel: american long haul,50,72000,90000,90000,83250,1,2,1,4,7,0,67,3,25,53,4
Toribash,toribash,17588,0,0,0,0,0,0,0,0,61,0,528,19,368,72,11
Deus Ex Game of the Year Edition,deus ex,2486,82500,103134,139055,100523,261,420,121,802,2224,3,7344,64,676,89,606
GRID 2,race driver: grid,7510,71719,86500,126557,88341,81,40,45,166,600,0,3115,27,686,77,176
"Invisible, Inc.","invisible, inc.",18228,25827,73404,272940,38513,112,36,5,153,524,0,3096,34,226,76,114
Anno 1404,anno 1404,485,64184,132536,360883,104798,24,25,3,52,164,0,551,8,144,77,63
You Must Build A Boat,you must build a boat,26636,26779,38651,72187,32815,73,32,13,118,318,0,355,4,49,74,64
Styx Master of Shadows,styx: master of shadows,21586,61970,81727,153565,83636,92,118,48,258,574,2,3159,53,257,69,163
Mitos.is The Game,mitos.is: the game,31949,0,0,0,0,0,0,0,0,21,0,157,10,119,53,4
Dungeons & Dragons Online,dungeons & dragons online,2966,360000,522000,0,441000,1,1,0,2,19,0,305,13,202,76,7
Camera Obscura,camera obscura,25375,29726,44550,74400,37945,7,2,3,12,38,0,794,13,120,60,5
Runers,runers,21510,0,0,0,0,0,0,0,0,2,0,79,0,15,45,2
Lego Harry Potter,lego creator: harry potter,73333,0,108000,0,108000,0,1,0,1,5,0,3,0,1,0,0
Batman Arkham Knight,batman: arkham knight,18005,59152,111182,176464,107254,814,1513,602,2929,7816,0,8132,146,426,82,2035
Nuclear Dawn,nuclear dawn,6681,0,0,0,0,0,0,0,0,40,0,904,9,256,55,4
Penguins Arena Sedna's World,penguins arena: sedna's world,6955,2727,0,16358,13772,3,0,8,11,40,0,475,6,80,38,6
Five Nights at Freddy's,five nights at freddy's,20811,8504,11047,19128,10335,100,33,28,161,668,0,1092,20,347,67,221
Battlefield Bad Company 2,battlefield: bad company 2,946,24808,36272,57771,27476,592,164,44,800,3241,3,2068,39,733,77,845
Mad Max,mad max,17610,71384,140557,222948,145080,330,865,381,1576,3673,0,5683,101,627,75,981
RPG Maker VX Ace,rpg maker vx ace,14903,73500,941400,0,294075,2,2,0,4,62,0,899,22,405,69,9
Monochroma,monochroma,19013,15103,15865,18288,16470,12,6,18,36,94,0,272,3,14,62,20
FreeStyle2 Street Basketball,,,,,,,,,,,,,,,,,
Stranded Deep,stranded deep,24309,59163,124936,238373,98481,7,8,2,17,86,1,959,18,161,54,34
Holy Potatoes! A Weapon Shop?!,holy potatoes! a weapon shop?!,28063,39139,60462,96061,61772,19,14,16,49,143,0,932,12,138,61,33
iBomber Defense Pacific,ibomber defense pacific,4591,29890,54601,84276,51458,6,3,5,14,59,0,411,6,107,63,9
Football Superstars,football superstars,28189,0,0,0,0,0,0,0,0,1,0,28,2,21,0,0
Halo Spartan Assault,halo: spartan assault,4272,14714,19034,55290,16162,133,35,7,175,510,0,1297,23,139,58,142
Influent,influent,22159,18450,28400,39802,31933,4,3,7,14,53,0,720,20,114,53,9
Magic The Gathering  Duels of the Planeswalkers 2012,magic: the gathering - duels of the planeswalkers 2012,5535,52050,99860,224754,113223,8,15,9,32,280,0,393,6,275,71,41
Deadbreed,deadbreed,20125,0,0,0,0,0,0,0,0,13,0,346,6,125,30,1
ENSLAVED Odyssey to the West Premium Edition,,,,,,,,,,,,,,,,,
Kingdoms CCG,kingdoms ccg,23735,0,0,0,0,0,0,0,0,3,0,24,1,11,0,0
Speedball 2 HD,speedball 2 hd,18078,0,0,0,0,0,0,0,0,18,0,333,8,55,60,1
RIDE Game,,,,,,,,,,,,,,,,,
Monaco,monaco gp,64204,0,0,0,0,0,0,0,0,1,0,10,0,0,70,1
Football Manager 2016 Demo,,,,,,,,,,,,,,,,,
Lords of the Realm II,lords of the realm ii,5381,102438,0,0,102438,5,0,0,5,26,0,86,2,7,69,7
Lost Saga North America,,,,,,,,,,,,,,,,,
Nancy Drew Ghost of Thornton Hall,nancy drew: ghost of thornton hall,27808,21600,0,35050,29888,3,0,1,4,30,0,25,1,5,72,5
Puzzle Quest Galactrix,puzzle quest: galactrix,7428,53900,72600,76992,71951,3,5,3,11,32,0,169,1,33,55,12
DiRT 2,colin mcrae: dirt 2,1804,50978,77182,105282,73772,62,53,43,158,507,0,716,7,255,79,148
The Wolf Among Us,the wolf among us,14013,31063,33458,39119,33497,1314,468,640,2422,7638,1,5174,45,213,84,1713
America's Army Proving Grounds,america's army: proving grounds,23492,0,0,0,0,0,0,0,0,14,0,199,12,166,67,6
DOOM II Hell on Earth,doom ii: hell on earth,2711,24995,34323,49173,29853,286,155,48,489,1624,2,2655,37,236,81,558
Lords Of The Fallen,lords of the fallen,21618,53323,77159,159532,71092,185,229,41,455,1004,1,2764,41,497,64,343
Windborne,windborne,22134,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0
Assassin's Creed Freedom Cry,assassin's creed: freedom cry,15441,15382,21705,26306,20367,199,201,151,551,1288,0,1368,17,93,67,400
Cubemen 2,cubemen 2,2094,16798,26400,0,19387,2,1,0,3,7,0,357,1,61,70,2
Deus Ex Human Revolution - Director's Cut,deus ex: human revolution - director's cut,14286,81219,112601,163292,112888,267,765,197,1229,3606,1,6609,89,481,83,759
Puzzle Agent,puzzle agent,7414,12090,12998,14668,13306,222,108,170,500,1417,1,2574,22,284,70,215
Mission Control NanoMech,mission control: nanomech,23472,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0
Anno 1404 Venice,anno 1404: venice,486,78820,113455,165600,108154,3,2,2,7,67,0,302,6,52,75,10
Euro Truck Simulator,euro truck simulator,3198,75090,181800,337940,155180,6,3,3,12,48,0,589,17,212,61,14
Quake II,quake ii,7455,28918,33792,43476,30937,146,67,23,236,827,1,1655,25,148,79,230
The Incredible Adventures of Van Helsing Final Cut,the incredible adventures of van helsing: final cut,31699,66769,115283,157322,101750,16,38,4,58,173,0,1477,17,106,70,32
The Undying Plague,the undying plague,26973,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0
MechWarrior Online,mechwarrior online,18834,236280,0,0,236280,1,0,0,1,24,0,276,9,164,72,5
Cities in Motion 2,cities in motion 2,1718,94878,0,0,94878,5,0,0,5,56,0,2017,21,487,54,17
"Warhammer 40,000 Dawn of War  Soulstorm","warhammer 40,000: dawn of war - soulstorm",11041,44259,86914,155654,65077,31,20,7,58,458,0,1658,16,199,71,58
Game of Thrones ,game of thrones,3830,68709,89135,104828,87442,30,47,30,107,272,1,1748,16,257,69,80
Ancient Space,ancient space,21141,75128,0,0,75128,4,0,0,4,6,0,115,1,16,0,0
Agricultural Simulator 2013 Steam Edition,,,,,,,,,,,,,,,,,
Arma 2 Operation Arrowhead Beta (Obsolete),,,,,,,,,,,,,,,,,
Farming Simulator 2011,farming simulator 2011,24341,0,0,334920,334920,0,0,1,1,6,0,22,3,19,60,2
Supreme Ruler Cold War,supreme ruler: cold war,11760,0,0,0,0,0,0,0,0,5,0,81,2,10,40,2
Indigo Prophecy,indigo prophecy / fahrenheit,4672,29233,32716,34437,31138,311,139,102,552,1680,2,2750,27,173,72,491
Command and Conquer 3 Tiberium Wars,command & conquer 3: tiberium wars,1833,84196,93041,129600,88389,45,23,6,74,351,0,825,11,112,76,91
Sunrider Mask of Arcadius,sunrider: mask of arcadius,23246,41276,56533,62962,51285,11,13,7,31,89,0,709,11,88,63,14
Operation Flashpoint Dragon Rising,operation flashpoint: dragon rising,6779,42192,56816,72007,45207,45,15,1,61,214,0,1825,23,325,59,59
Serious Sam Classic The Second Encounter,serious sam: the second encounter,8322,29355,46619,48186,37358,49,29,11,89,491,3,1630,25,273,76,92
Really Big Sky,really big sky,7650,17784,24810,49050,25338,5,2,3,10,93,0,1360,21,301,57,13
Besiege,besiege,23963,18770,44678,118740,34544,26,12,5,43,274,0,2395,50,529,71,70
RPG Maker 2003,rpg maker 2003,27880,0,0,0,0,0,0,0,0,6,0,76,4,22,0,0
My Lands,my lands: black gem hunting,21490,0,0,0,0,0,0,0,0,3,0,107,4,45,40,2
DiRT 3 Complete Edition,dirt 3: complete edition,27205,52476,94594,138156,87938,64,69,40,173,617,0,3473,54,863,75,116
Gravilon,gravilon,31067,3360,0,0,3360,1,0,0,1,21,0,269,2,67,17,3
TerraTech,terratech,28607,115200,121260,251880,142020,1,1,1,3,14,0,99,6,17,67,3
Mass Effect,mass effect,5698,61253,99872,155244,95579,1462,2237,851,4550,10788,31,6452,74,610,84,3017
bit Dungeon II,bit dungeon iii,67062,16017,0,0,16017,3,0,0,3,4,0,73,0,1,80,1
Last Word,last word,27573,17351,20568,33778,23218,8,12,11,31,87,0,683,10,56,66,14
War of the Roses,war of the roses,11025,29520,39360,180000,55710,1,2,1,4,62,0,1057,17,425,59,12
Metal War Online Retribution,metal war online: retribution,32714,0,0,0,0,0,0,0,0,2,0,19,0,6,0,0
Fractured Space,fractured space,22716,0,0,0,0,0,0,0,0,50,0,1426,19,495,40,6
The Incredible Adventures of Van Helsing,the incredible adventures of van helsing,9946,45977,63403,120146,62084,117,191,37,345,948,0,2692,35,383,70,194
Agarest Generations of War,record of agarest war,7668,265430,470482,693558,390255,15,17,5,37,77,0,1258,16,146,67,35
GunZ 2 The Second Duel,gunz 2: the second duel,22015,18000,0,0,18000,1,0,0,1,23,0,146,7,128,68,4
Trials Evolution Gold Edition,trials evolution: gold edition,14400,35513,131518,460353,59708,20,11,1,32,239,0,506,12,152,75,35
Amnesia Memories,amnesia: memories,29333,29137,75094,123033,91756,34,23,69,126,326,2,637,9,49,72,77
Deus Ex Human Revolution,deus ex: human revolution,2489,77145,107265,159364,104754,491,1082,252,1825,5654,6,6402,31,837,85,1280
Car Mechanic Simulator 2014,car mechanic simulator 2014,16316,40149,50066,70454,52288,16,7,11,34,113,1,487,9,156,62,21
Enemy Front,enemy front,19218,20522,28309,41769,23527,71,44,6,121,238,0,379,4,45,58,62
Platypus II,platypus ii,21987,10037,0,0,10037,2,0,0,2,15,0,264,9,49,40,4
Starpoint Gemini 2,starpoint gemini 2,15654,132745,153527,186480,152733,4,7,4,15,57,0,1204,14,163,63,7
Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,tales of monkey island: chapter 4 - the trial and execution of guybrush threepwood,9598,11018,13454,14241,12158,30,7,16,53,354,0,958,10,62,71,28
Transformice,transformice,23863,0,0,0,0,0,0,0,0,59,0,284,5,237,70,21
Thief Deadly Shadows,thief: deadly shadows,10299,59738,78485,100716,73650,53,62,17,132,410,0,3548,27,244,79,102
STORM Frontline Nation,storm: frontline nation,9218,0,0,0,0,0,0,0,0,1,0,125,4,12,50,1
The Gate,the gate,34707,22631,0,0,22631,1,0,0,1,1,0,26,0,4,0,0
The Otherside,the_otherside,81087,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
DiRT,colin mcrae: dirt,1803,44537,53218,112978,53404,35,22,11,68,223,0,261,6,63,75,75
DCS World,digital combat simulator world,15668,0,0,0,0,0,0,0,0,29,0,514,26,193,83,4
Cargo! - The quest for gravity,cargo! - the quest for gravity,1531,21092,32257,51137,29466,12,9,2,23,53,0,374,2,57,70,7
Gun Monkeys,gun monkeys,13551,1200,0,29634,27322,1,0,10,11,64,0,1008,13,355,52,10
Call of Duty United Offensive,call of duty: united offensive,1482,20308,22509,29650,21145,149,14,18,181,617,1,341,12,48,76,179
Mirror's Edge,mirror's edge,6085,22125,29295,41567,23961,1892,476,118,2486,8340,32,7550,83,1085,75,2001
Bob Was Hungry,bob was hungry,32567,25920,0,0,25920,1,0,0,1,7,0,76,3,9,80,1
Get Off My Lawn!,get off my lawn!,22632,0,0,0,0,0,0,0,0,14,0,139,5,55,50,3
Don't Starve,don't starve,2675,112961,246168,439691,174985,28,22,7,57,691,0,5355,80,1716,72,233
Iron Grip Warlord,iron grip: warlord,4736,14795,0,0,14795,4,0,0,4,20,0,560,8,117,40,2
Killing Floor 2,killing floor 2,25991,50314,260169,366203,196037,24,22,23,69,450,0,2522,67,589,70,160
Empyrion - Galactic Survival,,,,,,,,,,,,,,,,,
"Warhammer 40,000 Dawn of War  Dark Crusade","warhammer 40,000: dawn of war - dark crusade",11040,55485,119548,187879,77542,63,23,11,97,546,0,1703,18,206,80,87
Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,tales of monkey island: chapter 1 - launch of the screaming narwhal,9595,11332,11380,12402,11629,40,13,22,75,469,0,904,12,62,69,38
Secret of the Magic Crystal,secret of the magic crystals,8214,32400,75695,87360,74361,1,1,11,13,44,0,476,4,124,31,9
The Legend of Heroes Trails in the Sky,the legend of heroes: trails in the sky,10011,144776,183868,234339,180710,228,660,128,1016,1624,1,2963,65,132,84,570
Software Inc.,software inc.,28397,36000,43200,44978,43780,4,1,1,6,26,0,120,9,22,78,9
Broken Age,broken age: act 1,1331,13319,14476,16439,13778,161,35,27,223,304,2,182,0,9,80,126
Into the Dark,into the dark: ultimate trash edition,19721,14400,21600,0,18000,1,1,0,2,6,0,161,4,11,50,1
Build-A-Lot,build-a-lot,1375,19794,27450,28800,22055,4,1,2,7,12,0,9,0,1,61,7
Chivalry Medieval Warfare,chivalry: medieval warfare,1683,58590,107628,287409,122172,10,7,7,24,481,0,2920,53,1674,67,117
Minimon,minimon,26321,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0
