01_game_name,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review
FaceRig,,,,,,,,,,,,,,,,,
Millie,millie,19405,24900,0,127260,69630,2,0,2,4,19,0,346,6,54,50,3
Shovel Knight,shovel knight,19512,23946,32487,62032,29465,826,796,109,1731,4053,20,4328,64,306,85,1338
F1 2014,f1 2014,21845,22140,105608,132208,70053,5,4,3,12,40,0,166,6,47,72,17
Sacred 3,sacred 3,20253,30571,33425,59469,36296,15,23,7,45,126,2,1044,15,102,53,45
Call of Duty Black Ops,call of duty: black ops,1471,25669,45469,60152,29516,1014,272,76,1362,5702,4,1587,30,426,77,1642
Indiana Jones and the Fate of Atlantis,indiana jones and the fate of atlantis,4664,29176,35135,35836,29836,88,15,13,116,466,0,1080,11,68,83,111
Half-Life 2 Lost Coast,half-life 2: lost coast,4252,1386,1616,1697,1484,538,95,240,873,4871,3,6895,91,1273,66,516
Galactic Civilizations II Ultimate Edition,galactic civilizations ii: ultimate edition,3801,79673,119550,0,107756,4,3,0,7,128,0,2897,34,449,68,21
F.E.A.R. Extraction Point,f.e.a.r. extraction point,3297,16210,18867,21464,17538,307,104,52,463,1396,1,3958,34,407,71,301
KnightShift,knightshift,13832,90000,196830,360000,203873,1,2,1,4,18,0,767,15,126,70,1
eden*,,,,,,,,,,,,,,,,,
Cherry Tree High I! My! Girls!,cherry tree high i! my! girls!,22768,7794,9879,12133,10404,5,1,16,22,62,0,417,2,24,66,11
Over 9000 Zombies!,over 9000 zombies!,21194,7372,9000,54900,14417,2,1,1,4,17,0,161,4,20,44,5
Nuclear Throne,nuclear throne,14291,57975,219032,702915,114270,43,23,4,70,287,1,2576,32,342,73,113
Dirty Bomb,dirty bomb,24302,529920,0,838800,684360,1,0,1,2,151,0,918,35,1050,65,37
TIS-100,tis-100,27382,57719,118929,154042,97072,16,8,9,33,117,0,1920,17,185,78,26
Automation - The Car Company Tycoon Game,,,,,,,,,,,,,,,,,
Defense Grid 2,defense grid 2,19879,37499,60019,105034,50913,51,35,15,101,236,0,594,5,65,77,67
Cossacks II Battle for Europe,cossacks ii: battle for europe,19966,169950,0,360000,225400,2,0,1,3,14,0,118,4,17,75,4
Rampage Knights,rampage knights,30283,24033,44784,127962,43741,6,10,1,17,105,0,578,8,51,74,14
Minecraft Story Mode - A Telltale Games Series,minecraft: story mode,30914,44685,51116,52903,48455,102,50,84,236,717,0,913,9,101,68,221
Mind Path to Thalamus Enhanced Edition,,,,,,,,,,,,,,,,,
D.I.P.R.I.P. Warm Up,,,,,,,,,,,,,,,,,
LEGO Batman 2,lego batman 2: dc super heroes,5244,33276,55248,90432,57481,172,91,165,428,1297,0,2846,39,154,74,362
FUEL,,,,,,,,,,,,,,,,,
Aion Collectors Edition,aion,290,272700,1030050,0,748200,4,8,0,12,48,1,132,7,284,65,27
METAL SLUG DEFENSE,,,,,,,,,,,,,,,,,
FINAL FANTASY XIV A Realm Reborn,final fantasy xiv,12654,380389,1214998,5836734,838327,165,168,4,337,1008,1,1153,123,570,81,507
Torchlight,torchlight,10527,51303,77150,162797,68625,325,335,54,714,2671,0,4170,41,970,71,484
Frankenstein Master of Death,frankenstein: master of death,26853,8089,9047,10019,9262,29,10,35,74,171,0,206,5,11,55,27
Dying Light,dying light,21252,62599,126197,201715,108281,675,968,179,1822,4598,5,3361,135,510,78,1196
Sniper Elite Nazi Zombie Army,sniper elite: nazi zombie army,8684,22702,39365,73306,26358,50,14,3,67,285,0,451,11,108,63,46
Rulers of Nations,rulers of nations,22750,0,0,0,0,0,0,0,0,0,0,13,0,4,20,2
TimeShift,timeshift,10361,28479,33360,35099,29225,122,18,9,149,374,0,938,8,67,67,142
Five Nights at Freddy's 3,five nights at freddy's 3,24456,8004,12673,18494,10808,35,16,11,62,260,0,449,4,86,61,97
Dreamfall Chapters,dreamfall chapters,24662,78760,88293,131898,87653,69,78,23,170,441,1,1903,15,82,76,104
Ultimate Tic-Tac-Toe,ultimate tic-tac-toe,26142,0,0,8992,8992,0,0,7,7,32,0,138,5,69,53,4
Dynasty Warriors 8 - Empires,,,,,,,,,,,,,,,,,
Lilly and Sasha Curse of the Immortals,lilly and sasha: curse of the immortals,26511,0,49110,0,49110,0,2,0,2,14,0,230,1,27,30,2
Windward,windward,27791,0,83805,162370,120845,0,4,3,7,58,0,1067,10,158,59,11
The Dead Linger,the dead linger,14199,0,0,0,0,0,0,0,0,2,0,29,0,24,0,0
F.E.A.R. Perseus Mandate,f.e.a.r. perseus mandate,3299,18177,22190,25061,19439,226,85,41,352,1155,0,3990,29,409,68,244
StarMade,starmade,25224,0,0,0,0,0,0,0,0,14,0,356,7,65,45,2
The Sims(TM) 3,,,,,,,,,,,,,,,,,
HELLDIVERS,,,,,,,,,,,,,,,,,
Hack 'n' Slash,hack 'n' slash,18237,16120,16523,17904,16448,28,7,5,40,167,0,1488,11,178,51,19
Brothers in Arms Hell's Highway,brothers in arms: hell's highway,1342,28343,32204,49530,29219,103,20,7,130,392,0,596,7,47,74,116
M.U.D. TV,m.u.d. tv,5469,0,0,0,0,0,0,0,0,4,0,100,3,21,0,0
Pirates of Black Cove,pirates of black cove,7063,40500,50670,0,45878,2,2,0,4,11,0,200,2,33,58,4
Heroes of Might & Magic III - HD Edition,,,,,,,,,,,,,,,,,
Space Empires IV Deluxe,,,,,,,,,,,,,,,,,
World in Conflict Soviet Assault,world in conflict: soviet assault,11282,14173,30309,72076,24415,11,9,3,23,118,0,226,5,36,82,20
Cry of Fear,cry of fear,2064,27617,45643,79023,35509,58,21,10,89,329,2,1257,35,352,73,84
Prince of Persia The Two Thrones,prince of persia: the two thrones,7298,35664,38140,45636,36965,160,87,43,290,1241,1,2037,18,151,78,409
Brick-Force,brick-force,23007,0,0,0,0,0,0,0,0,3,0,57,3,39,43,3
Hearts of Iron II Complete,hearts of iron ii: complete,27625,117660,186000,577200,204945,5,3,2,10,15,0,151,2,36,77,3
GRID,grid,69224,76792,118563,200357,117764,26,31,17,74,141,0,1021,33,75,63,66
Sam & Max 106 Bright Side of the Moon,sam & max 106: bright side of the moon,8100,7685,7925,8916,7923,59,6,24,89,447,2,1067,8,89,72,67
Goat Simulator,goat simulator,17536,7693,20874,34167,20404,88,90,102,280,1424,2,3057,63,1015,58,363
DARK,,,,,,,,,,,,,,,,,
Oddworld Stranger's Wrath HD,oddworld: stranger's wrath,6703,37684,54349,98614,49949,73,38,19,130,311,2,2085,14,133,72,119
Caster,caster,1555,6809,11038,16364,7935,33,11,4,48,137,1,449,9,102,46,30
Half-Life Blue Shift,half-life: blue shift,4254,10964,12116,12989,11251,644,155,138,937,3315,2,4602,58,711,71,604
Pat & Mat,pat & mat,6932,2190,0,11100,4470,2,0,1,3,9,0,35,0,1,70,1
Bridge Constructor,bridge constructor,14503,15239,32538,46347,31338,18,15,18,51,178,0,1145,18,201,58,41
Red Faction,red faction,7681,21659,25791,28450,22605,206,63,39,308,931,1,1665,20,164,71,224
King Arthur's Gold,king arthur's gold,12603,10100,0,723600,132967,2,0,1,3,47,0,835,13,160,66,13
Forsaken World ,forsaken world,3651,0,0,0,0,0,0,0,0,3,0,60,3,27,57,3
Split/Second,split / second,8976,35231,47864,70932,40746,55,35,11,101,306,0,521,14,68,75,146
OlliOlli,olliolli,16517,14612,25410,53231,21667,49,25,16,90,283,0,1521,11,243,71,78
Rising World,rising world,29950,0,0,0,0,0,0,0,0,1,0,47,3,16,0,0
The Curious Expedition,,,,,,,,,,,,,,,,,
Dark Souls Prepare to Die Edition,dark souls: prepare to die edition,2227,164938,225752,376244,227033,455,842,257,1554,4903,24,5563,76,1094,91,1004
Dead Rising 2,dead rising 2,2327,51064,63785,186556,62554,118,158,23,299,1156,0,3278,33,423,73,378
Dead Island Epidemic,dead island: epidemic,17613,14400,259470,302400,157284,2,1,2,5,99,0,1336,25,879,58,12
Dungeon Defenders,dungeon defenders,2939,51556,212596,1265820,153638,63,54,10,127,1008,2,3293,32,1247,71,159
The Cave,the cave,9803,16798,26679,49554,23677,166,73,59,298,956,7,1889,10,207,71,223
NBA 2K14,nba 2k14,14344,134397,491101,1465676,236179,16,7,3,26,133,0,200,5,139,73,52
Mortal Kombat Kollection,mortal kombat arcade kollection,6206,19176,20430,30000,25787,5,3,3,11,147,0,1779,18,453,71,20
Metro 2033,metro 2033,5946,34159,42390,70526,37901,897,350,86,1333,4333,6,8345,108,1380,77,808
Call of Duty Modern Warfare 3 - Multiplayer,,,,,,,,,,,,,,,,,
Merchants of Kaidan,merchants of kaidan,24631,56160,63288,0,61440,1,5,0,6,18,0,420,6,64,70,4
Ryse Son of Rome,ryse: son of rome,14345,22986,30045,66418,25869,997,395,60,1452,3340,0,3340,54,263,69,928
Grand Theft Auto III,grand theft auto iii,4061,54354,74509,142782,70259,491,308,150,949,3593,6,4779,69,895,76,976
Freedom Fall,freedom fall,3691,5742,8509,32003,8561,29,8,7,44,91,3,158,2,9,69,22
The Book of Unwritten Tales 2,the book of unwritten tales 2,21507,71911,84632,89594,80798,26,19,37,82,212,1,637,4,42,75,50
Nosgoth,nosgoth,17531,93600,0,299160,144990,2,0,2,4,75,0,1119,29,553,55,19
Bound By Flame,bound by flame,18141,46298,59208,77893,56344,42,70,12,124,290,1,1056,22,114,61,103
The Elder Scrolls Online Tamriel Unlimited,the elder scrolls online,17596,148574,702509,1296350,512383,39,53,14,106,363,0,2095,89,808,71,203
Planetbase,planetbase,30993,24345,96120,0,34823,5,2,0,7,60,0,246,7,45,63,12
Stubbs the Zombie in Rebel Without a Pulse,stubbs the zombie in rebel without a pulse,9284,22610,31935,33300,24126,64,12,8,84,206,0,1130,24,46,68,71
LEGO MARVEL Super Heroes,lego marvel super heroes,14130,44386,86099,145354,97737,295,173,402,870,2573,0,3154,59,289,76,586
Wolfenstein,wolfenstein,11249,32126,38599,42060,35000,133,106,15,254,600,4,428,1,38,70,251
Nosferatu The Wrath of Malachi,nosferatu: the wrath of malachi,12439,14566,16419,20717,16341,18,13,7,38,100,0,1013,22,160,67,28
Blood of Old,blood of old,27005,0,0,0,0,0,0,0,0,4,0,126,0,34,0,0
Tropico 5,tropico 5,18854,77013,135767,368657,106163,44,18,7,69,388,0,2265,35,325,72,83
RPG MO,rpg mo,19380,0,0,5400000,5400000,0,0,1,1,8,0,172,6,72,60,1
London 2012 The Official Video Game of the Olympic Games,,,,,,,,,,,,,,,,,
Slender The Arrival,slender: the arrival,13981,7305,9662,21415,9018,83,33,19,135,432,0,975,10,132,61,124
Space Pirates and Zombies,space pirates and zombies,8861,105352,176179,209473,154528,19,24,7,50,256,1,2344,11,496,67,34
An Assassin in Orlandes,an assassin in orlandes,26600,7425,12450,34710,14843,4,2,3,9,18,0,90,0,8,58,5
Pro Evolution Soccer 2016,pro evolution soccer 2016,30359,145336,278940,343260,164248,11,2,1,14,57,0,38,0,42,73,30
King of Dragon Pass,king of dragon pass,5011,38910,100440,0,62558,2,2,0,4,25,0,419,0,28,68,8
Champions Online,champions online,1635,1332000,0,0,1332000,1,0,0,1,23,0,187,8,210,66,7
DYNASTY WARRIORS 8 Xtreme Legends Complete Edition,dynasty warriors 8: xtreme legends - complete edition,19081,76370,206674,432810,187754,17,32,8,57,215,0,616,14,89,75,52
Skyborn,skyborn,17336,29067,38213,45675,36012,26,20,14,60,148,0,1638,14,177,67,29
The Forest,the forest,18962,53567,100519,195764,87509,165,164,58,387,1488,4,2495,100,557,73,375
Rugby Challenge 2,rugby challenge 2,26467,0,0,68400,68400,0,0,1,1,1,0,1,0,2,0,0
Red Faction Guerrilla Steam Edition,,,,,,,,,,,,,,,,,
Crysis,crysis,2068,36094,43492,47474,38504,773,305,142,1220,3747,4,3442,48,466,76,1002
Thomas Was Alone,thomas was alone,10306,12682,13853,14897,13696,690,265,740,1695,4314,3,3705,25,440,78,905
Nom Nom Galaxy,nom nom galaxy,18230,63458,72000,93613,72778,4,2,1,7,17,0,524,5,56,47,7
Waking Mars,waking mars,11003,23674,29853,31204,29304,31,19,73,123,345,0,1847,9,161,75,56
Bloons TD5,,,,,,,,,,,,,,,,,
Cogs,cogs,1791,18814,28536,51762,26807,33,21,13,67,266,0,2265,11,703,64,60
Gotham City Impostors,gotham city impostors,4023,21600,189500,0,140325,1,3,0,4,113,0,671,16,495,67,43
Two Worlds Epic Edition,two worlds: epic edition,10736,77466,120301,247824,128245,12,39,10,61,166,0,1452,25,229,66,29
Uncharted Waters Online,uncharted waters online: gran atlas,29138,0,0,0,0,0,0,0,0,5,0,70,3,30,0,0
Choice Chamber,choice chamber,31398,0,0,0,0,0,0,0,0,14,0,436,5,77,40,3
Oddworld Abe's Exoddus,oddworld: abe's exoddus,6700,52549,54106,55641,54519,27,21,20,68,308,0,2058,8,148,83,78
Age of Wonders Shadow Magic,age of wonders: shadow magic,283,117075,230133,307800,172045,4,2,3,9,30,0,531,1,62,71,9
Clive Barker's Jericho,clive barker's jericho,1751,25692,32676,36756,28936,92,25,20,137,367,1,654,5,79,65,118
Homefront,homefront,4494,14965,19995,34200,16416,672,162,25,859,2191,1,2973,49,391,60,565
Cloudy with a Chance of Meatballs,cloudy with a chance of meatballs,1764,20830,29034,35897,28418,9,3,9,21,49,0,34,1,2,58,15
Jet Set Radio,jet set radio,4834,24984,34092,74035,29933,170,74,27,271,952,2,5365,55,593,75,270
Scourge Outbreak,scourge: outbreak,12088,21975,23700,42030,24142,20,2,4,26,59,0,438,4,56,51,14
FATE,,,,,,,,,,,,,,,,,
Quake III Arena,quake iii arena,7459,19587,30622,62774,27359,75,22,18,115,550,0,1040,19,206,82,154
Dark Messiah of Might & Magic Single Player,,,,,,,,,,,,,,,,,
WWE 2K15,wwe 2k15,22466,70909,139008,278588,111920,17,19,3,39,159,0,129,2,77,65,56
Omegalodon,omegalodon,13764,0,0,0,0,0,0,0,0,3,0,61,2,14,0,0
Shift 2 Unleashed,shift 2: unleashed,8417,72457,144031,182250,90881,21,10,5,36,135,0,488,11,106,70,53
Age of Wonders,age of wonders,281,85518,144481,232622,108298,8,5,1,14,50,0,648,2,80,70,21
realMyst Masterpiece Edition,realmyst: masterpiece edition,20980,21966,24603,25731,24431,27,19,44,90,254,1,572,9,37,77,40
Adventurer Manager,adventurer manager,18225,50184,93600,0,71892,1,1,0,2,10,0,175,4,28,57,3
Majesty Gold Edition,majesty: gold edition,5571,73926,102579,115782,100536,5,10,6,21,82,0,555,7,82,77,15
Gotham City Impostors Free To Play,,,,,,,,,,,,,,,,,
Stronghold Crusader HD,stronghold: crusader,9283,53588,144372,366488,134331,15,13,8,36,171,0,1119,25,189,82,57
Doctor Who The Eternity Clock,doctor who: the eternity clock,2657,26958,32880,40212,32295,7,6,5,18,49,0,70,0,13,52,13
Don Bradman Cricket 14,don bradman cricket 14,19903,62509,0,540000,112917,4,0,1,5,12,0,23,0,15,69,7
Moonbase Alpha,moonbase alpha,6196,3893,7800,8592,4674,14,2,3,19,118,0,411,13,227,52,17
Vampire The Masquerade - Bloodlines,vampire: the masquerade - bloodlines,10890,81865,103033,145712,104625,103,307,80,490,1356,0,3176,30,228,85,416
Warlock - Master of the Arcane,,,,,,,,,,,,,,,,,
LEGO Batman 3 Beyond Gotham,lego batman 3: beyond gotham,21254,37160,74274,133679,92968,126,65,192,383,993,1,2822,45,132,71,249
The Dream Machine,the dream machine,9841,47228,50134,65523,51263,23,9,10,42,159,0,1323,22,70,80,23
Turbo Dismount,turbo dismount,15963,21092,51420,69270,57066,2,3,5,10,85,0,332,5,116,61,18
The Golf Club,the golf club,20884,35400,44340,50400,43860,1,1,1,3,10,0,53,1,23,58,4
Child of Light,child of light,17012,40294,48520,55433,47117,428,490,259,1177,2806,1,5509,47,429,78,880
Global Agenda - Beta,,,,,,,,,,,,,,,,,
Chuzzle Deluxe,chuzzle,1713,4141,18000,37440,9859,3,1,1,5,16,0,106,4,13,72,5
Universe Sandbox ,universe sandbox,29773,0,0,0,0,0,0,0,0,38,0,228,13,61,79,8
Wargame Red Dragon,wargame: red dragon,19844,0,444720,0,444720,0,1,0,1,50,0,1336,18,131,75,10
The Banner Saga,the banner saga,9769,38435,48423,97991,42994,604,307,41,952,2260,0,4437,29,335,78,563
Hunting Unlimited 2010,hunting unlimited 2010,12230,5340,0,0,5340,1,0,0,1,2,0,59,2,9,0,0
Car Mechanic Simulator 2015,car mechanic simulator 2015,26474,40074,112320,193166,104269,9,9,7,25,101,0,756,27,209,69,22
Dreamfall The Longest Journey,dreamfall: the longest journey,2878,43871,47851,53221,47322,99,33,52,184,601,1,1431,6,66,78,157
Reassembly,reassembly,26830,0,0,576000,576000,0,0,1,1,34,0,289,5,40,83,4
RaiderZ,raiderz,26689,0,0,0,0,0,0,0,0,9,0,52,2,37,60,1
Alan Wake's American Nightmare,alan wake's american nightmare,320,13208,16723,29585,15318,621,427,98,1146,3113,5,6532,51,460,67,694
Gems of War,gems of war,23488,337300,508722,0,440164,3,5,0,8,50,0,339,16,131,60,9
Overgrowth,overgrowth,13523,10651,18725,25140,14831,40,19,10,69,221,0,2105,26,179,62,57
Scania Truck Driving Simulator,scania truck driving simulator,19900,46200,0,61200,49050,3,0,1,4,20,0,205,9,60,73,3
Doodle God,doodle god,16901,15441,25917,28513,24204,15,9,38,62,207,1,340,7,48,64,55
The Stomping Land,the stomping land,19002,0,0,0,0,0,0,0,0,2,0,31,0,42,13,3
EDGE,,,,,,,,,,,,,,,,,
The Last Remnant,the last remnant,9999,219747,272932,537762,291408,24,64,21,109,309,0,4171,28,437,72,119
A Game of Thrones - Genesis,,,,,,,,,,,,,,,,,
"Cook, Serve, Delicious!","cook, serve, delicious!",1923,65698,94459,133890,102145,31,63,52,146,467,0,1981,23,390,80,92
Gorky 17,gorky 17,6707,33345,45570,48367,42696,10,8,13,31,86,0,950,15,126,73,20
SpellForce Platinum Edition,spellforce: platinum edition,8925,240759,438750,665135,447726,7,8,8,23,63,0,588,8,52,71,18
The Repopulation,the repopulation,28029,0,0,0,0,0,0,0,0,1,0,16,0,18,0,0
Fahrenheit Indigo Prophecy Remastered,indigo prophecy / fahrenheit,4672,29233,32716,34437,31138,311,139,102,552,1680,2,2750,27,173,72,491
Battlepaths,battlepaths,14434,32809,60600,159090,63659,3,3,2,8,22,0,477,5,100,44,7
IL-2 Sturmovik 1946,il-2 sturmovik: 1946,13704,0,0,0,0,0,0,0,0,27,0,609,8,122,76,5
Zeno Clash 2,zeno clash ii,11547,20898,27511,30491,24194,39,40,16,95,212,0,1507,10,128,64,52
Boid,boid,22791,3720,0,0,3720,1,0,0,1,17,0,293,3,76,55,4
Timberman,timberman,30440,10280,25014,115128,34569,6,5,5,16,73,0,485,10,131,52,19
Hunted The Demon's Forge,hunted: the demon's forge,4547,42558,50633,62060,48285,28,39,9,76,179,0,674,6,77,64,75
Dead Effect,dead effect,19986,12914,21475,46512,16893,32,19,5,56,132,0,564,4,68,51,37
X-Plane 10 Global - 64 Bit,,,,,,,,,,,,,,,,,
Front Mission Evolved,front mission evolved,3730,26946,33240,50083,27975,49,8,1,58,166,0,879,9,114,57,38
The Bridge,the bridge,9793,12864,21018,27106,18529,138,56,76,270,721,0,2786,17,402,63,162
FootLOL Epic Fail League,footlol: epic fail league,14457,10988,15480,17158,13490,8,1,3,12,38,0,309,6,48,50,11
Loom,loom,5367,10680,11150,13142,10972,85,11,18,114,349,0,847,8,61,72,86
Avernum Escape From the Pit,avernum: escape from the pit,750,146558,215596,309970,231708,4,31,12,47,102,0,820,5,54,81,22
Insurgency Modern Infantry Combat,insurgency: modern infantry combat,30759,8867,0,0,8867,1,0,0,1,2,0,2,1,2,80,1
Uplink,uplink,10845,29655,57677,104032,45660,14,11,3,28,262,1,2578,24,474,70,23
Toki Tori 2+,toki tori 2+,10404,33199,63202,84889,45856,25,7,11,43,104,0,1789,13,222,71,30
Destination Sol,destination sol,24033,0,14400,0,14400,0,1,0,1,7,0,270,9,76,70,1
A Story About My Uncle,a story about my uncle,18936,10994,15536,30875,12043,834,203,54,1091,2768,5,4228,69,464,67,554
Yet Another Zombie Defense,yet another zombie defense,17535,4585,10572,14870,11887,10,5,26,41,167,0,742,23,213,52,36
Emergency 5 - Deluxe Edition,,,,,,,,,,,,,,,,,
Restaurant Empire II,restaurant empire ii,15487,0,0,0,0,0,0,0,0,3,0,168,1,24,0,0
StarDrive,stardrive,9158,64860,86400,0,75630,1,1,0,2,21,0,292,0,71,55,2
Beasts of Prey,beasts of prey,28417,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0
Patrician IV Rise of a Dynasty,patrician iv: rise of a dynasty,27661,0,61200,0,61200,0,1,0,1,10,0,327,2,41,60,1
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,,,,,,,,,,,,,,,,,
The Guild Gold Edition,the guild: gold edition,26120,197755,241200,0,224603,3,2,0,5,21,0,177,3,33,45,2
Finn and Jake's Epic Quest,adventure time: finn and jake's epic quest,17880,8700,0,24390,16418,2,0,2,4,16,0,33,0,8,55,2
Quake,quake,7452,19498,25840,41917,22998,291,137,34,462,1328,4,1787,51,176,81,444
Worms Revolution,worms: revolution,11315,59334,89880,0,74244,5,4,0,9,162,0,1588,24,380,69,28
theHunter,the hunter: call of the wild,43633,85694,275541,757534,176109,5,6,2,13,76,0,870,41,152,64,42
Kane & Lynch 2 Dog Days,kane & lynch 2: dog days,4923,14708,18768,30955,15442,320,68,11,399,1211,1,2389,28,254,57,339
Axis Game Factory's AGFPRO 3.0,,,,,,,,,,,,,,,,,
Ether Vapor Remaster,ether vapor remaster,3189,14009,15270,0,14561,6,2,0,8,24,0,336,2,40,56,9
Bulletstorm,bulletstorm,1383,26895,33132,59048,28979,821,279,29,1129,3231,3,2932,37,276,74,929
Superbrothers Sword & Sworcery EP,superbrothers: sword & sworcery ep,9473,14824,16776,18469,16543,174,67,125,366,1167,0,4161,25,508,71,242
Postal 3,postal iii,7243,20383,25640,0,21292,16,3,0,19,53,0,110,7,21,39,16
F.E.A.R. 2 Project Origin,f.e.a.r. 2: project origin,3294,25689,31898,39449,27921,495,183,56,734,2377,0,4919,48,418,72,551
MLB Front Office Manager,mlb front office manager,26232,0,0,0,0,0,0,0,0,1,0,31,0,31,0,0
Men of War,men of war,5881,140371,142359,147781,142009,5,6,2,13,60,0,877,11,99,78,16
Devil May Cry 3 Special Edition,devil may cry 3: dante's awakening - special edition,19479,42607,59821,193118,50982,380,161,28,569,1538,2,1451,25,126,86,587
BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien,,,,,,,,,,,,,,,,,
The Secret of Monkey Island Special Edition,the secret of monkey island,10162,23318,26116,26770,24849,465,123,156,744,2379,16,2885,43,187,82,528
Revenge of the Titans,revenge of the titans,7779,36900,51650,79050,42098,18,3,5,26,153,0,1895,13,462,63,24
Offworld Trading Company,offworld trading company,28013,26714,114367,489624,45877,9,5,0,14,99,0,1938,24,193,68,24
Return to Castle Wolfenstein,return to castle wolfenstein,7764,28806,36421,40215,31935,232,85,44,361,983,1,1682,21,159,77,296
Loadout Campaign Beta,,,,,,,,,,,,,,,,,
Bloodline Champions,bloodline champions,20132,0,0,0,0,0,0,0,0,14,0,108,4,65,70,1
The Darkness II,the darkness ii,9830,21729,29447,53034,25128,668,282,110,1060,2922,3,5219,62,398,74,665
Sunless Sea,sunless sea,23113,63395,201551,406270,181691,14,23,6,43,201,0,2986,34,316,70,55
S.T.A.L.K.E.R. Clear Sky,s.t.a.l.k.e.r.: clear sky,8037,47472,83644,138348,64717,119,110,16,245,718,1,3111,36,227,70,180
Magicka,magicka,5549,37547,55120,166404,46538,210,108,17,335,2064,3,5466,65,1555,70,301
Pox Nora,pox nora,21996,0,0,0,0,0,0,0,0,7,0,136,5,35,15,2
The Movies,the movies,10101,106467,128960,0,110860,9,3,0,12,46,0,53,3,17,72,30
Outland,outland,6827,25474,34481,43905,30185,112,92,28,232,586,2,3211,32,368,72,179
FOTONICA,fotonica,3669,7403,9680,15887,9012,8,6,1,15,64,0,487,5,59,53,14
Mafia,mafia,5517,57835,66198,73894,62751,187,134,70,391,1161,1,1184,84,130,84,363
Canyon Capers,canyon capers,19346,15900,33550,57645,48522,3,1,6,10,29,0,589,12,151,20,7
ARK Survival Evolved,ark: survival evolved,26629,191463,854472,2188565,752851,32,19,15,66,418,1,3121,176,1303,64,168
Star Wars - Battlefront II,star wars: battlefront ii - resurrection,70888,4826,5265,5389,4942,88,10,9,107,172,0,11,0,0,65,65
Dead Space 2,dead space 2,2335,32814,41487,58458,36519,1006,514,91,1611,4305,11,6674,72,341,83,1267
World of Mixed Martial Arts 3,world of mixed martial arts 3,29125,0,0,0,0,0,0,0,0,4,0,84,1,15,50,2
Eternal Senia,eternal senia,26837,14692,18182,20019,18103,36,33,53,122,285,0,735,8,106,70,55
Sometimes Success Requires Sacrifice,sometimes,21209,757,1873,3824,956,14,7,1,22,50,0,183,7,35,39,10
Alien Isolation,alien: isolation,16638,66735,81467,119160,74512,827,486,102,1415,3178,1,7932,117,618,82,943
Dear Esther,dear esther,43743,4662,5678,7908,5356,940,245,308,1493,3993,2,4271,67,704,64,810
Deus Ex The Fall,deus ex: the fall,12017,15567,20189,27087,20107,57,68,45,170,448,0,2454,34,231,56,115
Overcast - Walden and the Werewolf,overcast - walden and the werewolf,14368,5034,7569,9103,6894,9,4,7,20,61,0,570,15,102,25,10
Geometry Wars 3 Dimensions Evolved,geometry wars 3: dimensions evolved,22764,27890,48423,84538,36678,26,17,1,44,161,0,1017,8,111,78,66
Secret Files Puritas Cordis,secret files 2: puritas cordis,8208,32743,38480,40710,34808,24,6,11,41,93,0,214,4,7,73,24
King Arthur Collection,king arthur: collection,27923,90000,129240,556200,236088,1,2,2,5,8,0,303,3,50,0,0
Lifeless Planet,lifeless planet,17398,17528,19709,25188,18887,128,63,34,225,468,0,929,8,73,63,120
Carmageddon Reincarnation,carmageddon: reincarnation,1537,65170,77670,0,68271,3,4,0,7,26,0,144,3,32,57,6
Max Payne 3,max payne 3,5739,36166,46245,111218,39087,1388,558,44,1990,5994,5,4832,61,327,80,1473
Steredenn,steredenn,30736,6880,72000,180000,30768,3,1,1,5,28,0,792,5,92,58,12
Euro Truck Simulator 2,euro truck simulator 2,3199,156370,320226,1504536,423208,34,32,19,85,503,0,3091,145,943,78,220
Minimum,minimum,21503,0,0,36000,36000,0,0,1,1,10,0,129,3,87,48,4
Natural Selection 2,natural selection 2,6419,0,0,0,0,0,0,0,0,166,0,1959,21,875,61,27
Jagged Alliance - Back in Action,,,,,,,,,,,,,,,,,
Guncraft,guncraft,4198,0,0,0,0,0,0,0,0,8,0,204,1,63,50,2
Fuse,fuse,3759,30662,39780,51610,31472,33,5,0,38,85,1,207,1,51,66,43
Rotieer,rotieer,26420,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0
Cities Skylines,cities: skylines,24640,92981,193517,491524,156108,98,56,24,178,1021,0,5226,151,1110,78,408
Counter-Strike Source,counter-strike: source,1958,263029,313637,1439985,499100,30,14,15,59,935,0,2635,80,2859,76,220
Space Hulk,space hulk,13391,34999,56096,77760,45981,11,7,6,24,67,0,698,4,114,60,19
Uncharted Waters Online Gran Atlas,uncharted waters online: gran atlas,29138,0,0,0,0,0,0,0,0,5,0,70,3,30,0,0
Contagion,contagion,14962,34730,178800,0,114205,3,3,0,6,86,0,1278,17,398,65,16
Hotel Dash,hotel dash: suite success,4526,0,0,28800,28800,0,0,1,1,5,0,11,0,1,50,1
I am Bread,i am bread,23899,9216,18877,38668,11495,28,10,0,38,196,1,1446,19,278,50,56
