,user_id,game_name, time_is_play,searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5,02_hltb_name,03_hltb_id,04_time_main,05_time_plus,06_time_100,07_time_allstyle,08_count_main,09_count_plus,10_count_100,11_count_allstyle,12_count_completed,13_count_speedrun,14_count_backlog,15_count_playing,16_count_retired,17_review_score,18_count_review,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
35,30246419,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
36,33013552,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
37,38049880,Enclave,10.9,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
38,38317154,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
39,43360645,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
40,44472980,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
41,46585543,Enclave,1.0,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
42,47457723,Enclave,1.2,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
43,48798067,Enclave,6.9,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
44,48984158,Enclave,1.3,Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,,enclave,3114,29963,43617,59014,38585,31,16,8,55,205,0,1780,33,301,64,42,9191,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14
